video_id,title,description,view_count,like_count,comment_count,duration
lkiGcTKkhpU,Çıldırmalık Hamursuz Dürüm Pizza !,"Pizzanın en güzel hali lavaş dürüm pizza tarifimiz sizlerle. Bu pizza tarifini kesinlikle denemelisiniz bayılacaksınız. İyi seyirler

Sponsorumuz:
Kampanya 01.10.2022 - 31.10.2022 tarihleri arasında belirli restoranlarda minimum sipariş tutarlarına uygun verilecek siparişlerde geçerlidir. Her kullanıcı toplamda en fazla 70 TL değerinde kupon kazanılabilir. Görseller temsilidir. Sağlığınız için aşırı şeker, yağ ve tuz tüketimini azaltınız.
 Link: https://www.ty.gl/noluyoya_tymeal_fixed_a1_03

Malzemeler: 
Tavuk göğsü
Dolmalık yeşil biber
Mozeralla 
Soğan
Pizza sosu 
4 lavaş ekmeği
kekik
Köri
Tuz
Pul biber
Jalapeno
Kiraz domates


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3511977,152749,4672,1586
oIymxS9TRvQ,Çığlıklı Korku Evi Turu ! @AyniSinemalar | Hype,"Korku evinde hype ile bir maceraya atılıyoruz bakalım bu sefer kimler yalnız kalacak .  Umarım eğlenirsiniz iyi seyirler.

Korku evi için Getout İzmit'e teşekkürler


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5181535,212455,6818,1604
rpwNdIHw8AI,Çağrı Dolaba Kafa Atıyor #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1600384,64093,345,21
iQUVYSmichI,Kayseri Sokak Lezzetleri ! Dellendik | VLog,"Kayseri'nin Lezzetleri inanılmaz çeşitli, bu sefer İnanılmaz dondurmayı bile denedik. Ceyda Kasabalı için yağlama favori sizin için hangi yemek daha iyi ? Seçim sizin iyi seyirler. 

Sponsorumuz:
Mentos Sakız reklam filmi: https://www.youtube.com/watch?v=gxbGbaTvsDk

Denediğimiz Lokantalar
Şahin Concept
Gubate Restaurant
Atilla Yıldız Çay Evi
Beyoğlu Pastırma / Pastırmacı Tolga / Adem Karaca
Turşucu Bayram Usta
Elmacıoğlu İskender
Kesdo Dondurma
Alamet-i Farika Restaurant


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7882925,227364,11252,2220
-6qwhUecAzY,Tam Seni Arıyorduk #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7360641,135858,679,14
MvLpy3dlWeI,Köpekler Evde Tek Başına ! | Gizli Vlog,"Köpeklerimizi evde yalnız bırakıyoruz gizli kameraları yerleştirip kendimizi rahatlatmaya Utku'nun evine geçiyoruz iyi seyirler. 


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3779411,166216,5564,1982
gLxbjtpn1zU,Düşük Bütçeli Talk Şov / Nurgül Yeşilçay,"Salonumuzda karşınızdayız. Düşük bütçeli talkshow 'da bu bölüm evimize konuk olan Nurgül Yeşilçay umarım keyif alırsınız iyi seyirler :)

Sponsorumuz:
Trendyol Hızlı Matket siparişleri için : https://www.ty.gl/noluyoya_tygo_fixed_a1_1909


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3522215,155490,5971,2194
c2Q387iCBI8,Pelin Pqueen Baynazoğlu | Kısmetimize Doğru ! @PqueeNN,"Pqueen ile birlikte denizlere açılıyoruz ve aynı balığı defalarca kandırmayı başarıyoruz. Umarım keyif alırsınız iyi seyirler. 


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3852974,203502,7521,1607
hPP6lNERZVw,Cancık Ceyda Okula Başlıyor #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-b... iletişim: noluyoya@temtalent.com",4596668,186300,1514,53
ACLCWvRR69c,Harfiniz G !  #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",12709074,453376,1064,41
XKU-1zgYvpI,Çizgili Don Ve Papağan ! | Kapoera,"Çizgili don ve papağan olarak izmirde kapoera deneyimliyoruz. Fırat Tekmesini 10 cm kaldırarak Ceyda'ya meydan okuyor. Umarım eğlenirsiniz iyi seyirler.

Ders için: https://www.instagram.com/izmircapoeiradernegi/ teşekkürler

Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2092096,117774,6827,1541
I6nZKZKtnj0,Zorla İş Yaptırırken Soru Cevap !,"Utku'ya zorla iş yaptırırken soru cevap yapmak mı ? Evet. Sizden gelen soruları cevaplamaya çalıştık çok eğlendik umarım sizlerde eğlenirsiniz.

Sponsorumuz:
NOLUYOYA30 KODU İLE İNDİRİM İÇİN : 👇
https://www.ty.gl/noluyoya_tymeal_fixed_a1_01 


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5085111,244354,22228,1978
REQN0y4Lrh4,Düşük Bütçeli Talk Şov / Deniz Baysal Yurtçu,"Salonumuzda karşınızdayız. Düşük bütçeli talkshow 'da bu bölüm evimize konuk olan Deniz Baysal Yurtçu umarım keyif alırsınız iyi seyirler :)


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5495986,265474,9148,2205
fFO5bCwj2PQ,Benim rüyaların saçmalık seviyesi #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",6462309,274870,1323,59
aJr9uIZjyLs,Çirkenaz Ve Leyligül Bir Ayını Planlıyor !,"Çirkenaz ve şeyligül noluyo ya ajandasında bir ayını planlıyor. Çirkenazın renkli hayatından umarım keyif alırsınız :) 

Sponsorumuz:
Le color x Noluyo Ya Ajandasını incelemek için : https://www.lecolor.com.tr/akademik-ajanda2

1000 kişiye özel NOLUYOYA10 kodu ile %10 indirim alabilirsiniz . 



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3248047,157260,8921,1725
fDA6DP3jYHk,Bir Günlüğüne Rock Star ! 4 Milyon Özel @HaykoCepkinOfficial,"Dört milyon aboneye özel bir rock efsane ile evine konuk oluyoruz. Hayko Cepkin ile çektiğimiz bu video umarım hoşunuza gider iyi seyirler :)


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7342876,288084,9588,2286
r8nGf3oTmhQ,Devasa Koleksiyon Evleri Turu !,"Devasa iki koleksiyon için 2 farklı şehirdeyiz. Bu sefer hem çocukluğumuza dönüyoruz hem de yeni harika ürünlere yakından bakıyoruz iyi seyirler. :) 

Figürcünün Seyir Defteri :
https://www.youtube.com/figurcununseyirdefteri
https://www.instagram.com/figurcununseyirdefteri/

Mesut Bulut:
https://www.youtube.com/channel/UCZ0uu5tIq9DEv_BHADsDHzA
https://www.instagram.com/mesutbulutut/


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5133361,140022,6005,2140
pPvnqw1KR_8,Cancık Ceyda Efes’e giderse .. #shorts,iletişim: noluyoya@temtalent.com,2416842,115207,1048,34
wDGCrEUPuwM,Gerçekten Garip İnstagram Ürünleri  ! Denedik,"İnstagram'da satılan çok garip ürünleri denedik. Bu sefer Fırat ve ceyda ürünleri beraber test ediyor iyi seyirler.
Bazı ürünler gerçekten çok ilginç ve işe yarar bakalım siz nasıl bulacaksınız. İyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3936380,199949,9478,1563
0ADwr6XsUd0,Satranç Şoku #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2488831,99293,505,25
HLabyUI-06Y,Düşük Bütçeli Talkshow / Oğuzhan Uğur @babalaykativi,"Bu sefer salonda kalabalığız müzisyenlerimizin sayısı artıyor. Düşük bütçeli talkshow konuğumuz Oğuzhan Uğur oldu umarım eğlenirsiniz iyi seyirler :)

Sponsorumuz:
Siz de denemek isterseniz tıklayın ve hemen deneyin 
Knorr işbirliği ile: https://ty.gl/knorr_knorr_ynecd

Burçin’nin şarkısı : https://youtu.be/rY2cjQJJI0s


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5130860,219680,7153,1970
41C1qUOaBpA,Mahsur kaldık  #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2477327,105399,537,23
n237-5jxafA,Cancık Gibi Bir Noluyo Ya Tatili !,"Assos'ta tatildeyiz. Bu sefer bir çok konuğumuz var Altınoluktan , Bursa'dan , İstanbul'dan gelen canlarla tatilimizi yaptık ayrıca Deniz Kemal bey de teşrif etti . İyi seyirler 
Sponsorumuz:
https://assosahotel.com


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5531418,243358,7970,2188
SVmE-KnctYY,Bir Ton İşimiz Var #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",63479862,909003,4095,17
TZIU4VtIK0U,Ceyda Kasabalı'nın Kurabiye Kafası ! | Vlog,"Bu sefer şefimiz Ceyda Kasabalı . Bizlere harika ve bir o kadar da basit kurabiye tarifi ile geliyor. Özellikle yapılışı eğlenceli bu tarifi umarım beğenirsiniz. İyi seyirler :)

Yumoş işbirliği ile :
Sizlerde ürünü deneyebilirsiniz yorumlarınızı bekliyoruz :)
https://ty.gl/yumos_yumosjetfresh_ondfn

Malzemeler
250 gr  Margarin 
Yarım Su Bardağı Sıvıyağ
1 Yumurta
1 Su Bardağı Pudra Şekeri
1 Su Bardağı Mısır Nişastası
1 Paket Vanilya
1 Silme Çay Kaşığı Kabartma Tozu
2 Buçuk Yemek Kaşığı Kakao
Un  
Damla çikolata


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3146157,164338,6163,1506
VuM1TWnwhcs,Devren Kiralik #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1338705,57501,447,29
S-Jj8I4ZJQs,Dürüm Çok Vahim #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1916034,70496,305,16
pyi-u4_XpnI,Urfa Sokak Lezzetleri ! Fırat Çatladı | VLog,"Urfa sokak lezzetleri çok zengin yemekler barındırıyor. Gerçekten lahmacunun en iyisini urfada yemek mümkün umarım sizlerde keyif alırsınız iyi seyirler.

Omo işbirliği ile:
Bu güzel proje ile çocukları güldürdüğü için OMO'nun başlattığı plastik atık projesine katkı sağlayan herkese çok teşekküre ederiz. 



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",8234503,236440,11041,2069
vUkAf1C2ewY,Birinci Noluyoya Şirket Etkinliği,"Her sene düzenlenen bu sene ilki gerçekleşen noluyoya şirket etkşnliğine hoşgeldiniz. Umarım eğlenirsiniz.

Enuygun işbirliği ile:
https://app.adjust.com/8dcnkow_1r2aklr
Üye girişi yaptığınız Enuygun mobil uygulama ödeme sayfasında yer alan “İndirim Kodu Kullan” alanına girerek indirim kodunu kullanabilirsiniz



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5026655,223210,7410,1854
gVGOqpyGmxA,Lümpen Vs Çapçap ! Noodle Star !,"Kurgucu Utku ve Çapçap Fırat Albayram hiç
Bilmeden noodle yapmaya çalışıyor bakalım hangisi güzel oldu ?

Trendyol ortaklığı ile : https://www.ty.gl/noluyoya_tymeal_fixed_a1_6

Noodle İçin Kullanılan Malzemeler
Noodle
Tavuk
Havuç
Lahana
Soslar
Fıstık Ezmesi



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5642572,198700,6311,1860
zE69G6FR240,Beni Bir Kuzu İle Çek | Vlog @NurgulAkdogan,"Yavrular tarafından etrafımız sarıldı. Harika bir manzarada müthiş bir deneyim oldu umarım keyif alırsınız iyi seyirler.

Trendyol işbirliği ile :
https://www.ty.gl/noluyoya_tymeal_fixed_a1_5


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7922479,270130,8454,1707
_SngeSigShU,Uçuyor Şahitleri Var #Shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1348449,56281,565,12
TGXt-xCrNE4,Takipçimizin Düğününe Gittik | Vlog,"En eski izleyicimiz Didem ve Furkan'ın düğününe konuk olduk . Bizim için çok keyifli bir gündü ayrıca Mersin'i de tekrardan gezmiş olduk umarım keyif alırsınız iyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3544651,218623,7389,1533
oi-39bdVuAo,Düşük Bütçeli Talk Şov / @PqueeNN,"Salonumuzda karşınızdayız. Düşük bütçeli talkshow 'da bu bölüm evimize konuk olan Pqueen umarım keyif alırsınız iyi seyirler :)


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",6197288,321736,14166,2076
STcSmXQlA3U,Adana Sokak Lezzetleri !  | Vlog,"Adana’da ne yenir ? Sadece Kebap mı ? Beklentinizi yüksek tutun efsane lezzetler ile karşınızdayız. Adana sokak lezzetleri umarım keyif verir iyi seyirler

Nord Vpn Ortaklığı ile 
https://nordvpn.com/noluyoya


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",6301970,223280,8221,1736
byEv-g6KSKQ,Bu Evde Başınıza Her Şey Gelebilir !  Vlog,"Bu sefer Safranbolu'ya gidiyoruz . Orada ne yapılır ki diye soruyorsanız neler yapılmaz ki :) Başımıza gelmeyen kalmadı iyi seyirler. 

Trendyol işbirliği ile :
https://www.ty.gl/noluyoya_tymeal_fixed_a1_4


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7215642,295115,13373,1425
S7UUGXRiMvk,Evde Kurt Sürüsü İle Yaşamak ! | Vlog,"Harika bir eve konuk olduk hem yavru hem yetişkin kurtların yaşadığı bu evde kurda kuşa yem olmadan bir gün geçirmeliyiz. İyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4318666,227826,5523,1476
eELBiGJRkT8,Düşük Bütçeli Talk Şov / Ebrar Karakurt,"Salonumuzda karşınızdayız. Düşük bütçeli talkshow 'da bu bölüm evimize konuk olan Ebrar Karakurt umarım keyif alırsınız iyi seyirler :)


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7244338,274225,8144,2052
maaq6GyeGJ4,Daha Dandik Daha Lezzetli Mi ? Ürün Atıştırmalık Testi,"Ürdün'den gelen cips dolu atıştırmalıkları test ettik. Gerçekten lezzetli mi ? Yoksa tam bir facia mı  ?  Bu sefer ürünlerimiz Çöllerden geliyor.  İyi seyirler

Spotify Katkıları ile :  https://spotify.link/JUIjTyW97pb

Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3395256,159751,5854,1422
aaNnsl71FOU,Sivas Sokak Lezzetleri ! | Vlog,"Sivas’da ne yenir ? Beklentinizi yüksek tutun efsane lezzetler ile karşınızdayız. Sivas sokak lezzetleri umarım keyif verir iyi seyirler

Rain işbirliği ile :
Rain İndirin :  https://app.adjust.com/1ygo2at
Rain' Üye Olun ve 200 TL değerinde Bitcoin kazanın.
 Hoşgeldin bonusu kampanya katılımşartları için :https://www.rainturk.com/offers/hosgeldin-bonusu


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",6567067,204487,12587,1596
STkUPZvEv1A,Azerbaycan’da Çok Gizli Köşeler !,"Sonunda Azerbaycan ziyaretimizi gerçekleştirdik. Çok güzel mimariye sahip bakü de harika 2 gün geçirdik umarım keyif alırsınız iyi seyirler . 


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7053567,265050,16405,2026
XIdnjYGXNn8,Ailemize Sürpriz Köpek Sahiplendik | Vlog,"Ailemize sürpriz köpek sahiplenirseniz ne olur ? Yeni evlat hepimizin önüne geçiyor umarım keyif alırsınız iyi seyirler.

Destek olmak isterseniz : https://www.yedikulehayvanbarinagi.com


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4856860,173948,6890,1734
ujGi0AT-NZM,İnanılmaz Kolay Evde Soğuk Baklava !,"Anne usulü evde soğuk baklavanın en güzeline erişmek için mutfaktayız. Bu sefer oldu sonunda başardık.  İyi seyirler.

Trendyol Ortaklığı ile : 
https://www.ty.gl/noluyoya_tygo_fixed_a1_3

Soğuk Baklava Tarifi
46  baklavalık  yufka 
2 Su Bardağı Antepfıstığı 
250 gr tereyağ 
Yarım su bardağı sıvıyağ 
Şerbeti 
5 su bardağı toz şeker 
8 su bardağı süt 
Üzeri için 
1 yemek kaşığı kakao 
Sütlü çikolata 
180° fırında pişirilecek 



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4078608,183101,7555,1455
r3RDZ2K0Drs,Bu Espri Shark Mı ? #Shorts,Full Video Kanalda iletişim: noluyoya@temtalent.com,5463586,239807,2211,28
o4FqMnGmg4o,Rusya Mı Yoksa Arnavutluk Mu ? Yurtdışı Atıştırmalık Testi,"İki ülke atıştırmalıkları bir arada hem Rusya hem Arnavutluk atıştırmalık testi umarım hoşunuza gider iyi seyirler.

Trendyol Ortaklığı ile : 
Trendyol Market indirim kodu : https://www.ty.gl/noluyoya_tygo_fixed_a1_2


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4151664,178865,6553,1736
uIq6HJ5_CFU,Amman Sokak Lezzetleri ! | Vlog,"Amman sokak lezzetleri için tüm şehri turladık. Bize yakın ve uzak lezzetlerin bulunduğu amman yemeklerini umarım beğenirsiniz iyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4969903,209156,8333,1892
1haCv9z_YnM,Düşük Bütçeli Talk Şov / Alican Yücesoy,"Salonumuzda karşınızdayız. Düşük bütçeli talkshow 'da bu bölüm evimize konuk olan Alican Yücesoy umarım keyif alırsınız iyi seyirler :)

realme destekleri ile :
https://www.realme.com/tr/realme-techlife-robot-vacuum

https://www.realme.com/tr/realme-gt-master-edition


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2186546,130494,4856,1959
FP2iM0ovjbw,Noluyo Ya İle Sahura doğru !,"Ramazan aylarında bir klasik haline gelebilecek video sahura doğru ile karşınızdayız. Harika yemekler hazırladık videonun yarısına doğru uyanmış olsak da eğlenceli oldu iyi seyirler.

Trendyol destekleri ile :
Trendyol Market Ramazan Fırsatıları İçin : https://www.ty.gl/noluyoya_tygo_fixed_a1_1


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",6626829,255088,13522,1333
WvI9iYw8BfM,48 Saat Çöl Kabilesi ile Kaldık | Vlog,"Çöl kabilesi ile wadi rum da kaldık 48 saat mağarada ve kamplarda geçirdiğimiz inanılmaz bir deneyim oldu umarım keyif alırsınız.

Kaldığımız kamp : https://www.instagram.com/wadirumquietvillage/


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4990943,229986,10833,2198
MoqGpLKTifo,Hatay Sokak Lezzetleri ! | Vlog,"Hatay Lezzetleri inanılmaz çeşitli, bu sefer efsane tostunu bile denedik. Ceyda Kasabalı için ekmekler bir numara sizin için hangi yemek daha iyi ? Seçim sizin iyi seyirler. 

Denediğimiz Lokantalar
Tostçu Atilla
Humusçu Nedim
Çınaraltı Künefe Yusuf Usta
Pöç Kasabı
Tarihi Affan Kahvesi
Melek Konağı



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",6694804,244091,10256,1631
X4dx0DH2UNY,İyi İzle Şimdi ! #Shorts,Videonun Tamamı Kanalda :) iletişim: noluyoya@temtalent.com,2843606,79948,548,14
RLMMBGwLED8,Köpeklerimiz Bizi Yıkadı  | Sahip Yıkama Vlog,"Bu sefer bizde ıslanıyoruz ! En kolay yöntem küvete girmekti. Pug cinsi köpekler suyu sever derler ama bir de bizimkini görün. Pekinezleri yıkaması kolay olsa da kurulaması gerçekten çok zor iyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",8471652,300083,7193,1310
1XL3qPQiilE,48 Saat Boyunca Disneyland !,"48 saat disneyland de nasıl geçer ? Ceyda Kasabalı için alışveriş cenneti olan disneyland harika oyuncaklarla doluydu. Umarım keyif alırsınız iyi seyirler .


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5495637,215956,7006,1935
YroFov0nqQ8,Efsane Paris Sokak Lezzetleri !,"Sokakta hiç küçücük dükkanlarda efsane lezzetler barındıran Paris sokak lezzetleri turumuz sizlerle. Ceyda Kasabalı için yemem dediği her şeyi yediren bir video oldu umarım acıkmamışsınızdır iyi seyirler.

Match Masters  destekleri ile :

Match Masters indirmek için: https://matchmaste.rs/hCkF/noluyoya

Iphone 13 Pro Max Ödüllü Star Race Turnuvası Başladı. Katıl Büyük Ödül İçin Şansını Dene!


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4320180,186998,5392,1458
RUhDQpTEnDM,Düşük Bütçeli Talk Şov @KendineMuzisyenKM,"Yine salonumuzda karşınızdayız. Düşük bütçeli talkshow 'da bu bölüm konuğumuz Kendine Müzisyen iyi seyirler dileriz umarım keyif alırsınız :) 

Kemal Can Parlak : 
https://www.twitch.tv/kendinemuzisyen
https://www.instagram.com/kendinemuzisyen


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3836986,193959,6466,2662
_tPb-ZrMxw0,Daha Japon Daha Lezzetli Mi ? Yurtdışı Atıştırmalık Testi,"Uzak Doğudan gelen en pahalı atıştırmalıkları test ettik. Gerçekten lezzetli mi ? yoksa Türkiye'de satılanlar daha mı güzel ? Hepsi uzak doğu markalarından bilmeden aldığımız birbirinden değişik ürünler.  İyi seyirler


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5990310,239676,7700,1680
x4zjm8EW5bM,Bunu Yoda Bunu Alacam ! #Shorts,Tam videosu yakında geliyor :) iletişim: noluyoya@temtalent.com,2891045,100536,471,24
x08XjBAS4A8,Eyfelin Altında Dolandırıldık ! | Fransa,"Fransa vlogumuz da tabi ki başımıza gelmeyen kalmadı ancak çok keyifli bir gezi oldu . Eyfel'in altında dolandrılmaktan otobüste restorana kadar her şey sizlerle iyi seyirler.



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7316037,268012,8923,2586
r6JUu9JdU9A,Cancık Ceyda Ailesi İçin Disneyland'a Katlanıyor #shorts,Tam videosu yakında sizlerle :) iletişim: noluyoya@temtalent.com,3141180,114663,618,27
